rank	gene	degree
869	ENSMUSG00000015850	83
870	ENSMUSG00000033327	83
871	ENSMUSG00000087968	83
872	ENSMUSG00000031748	83
873	ENSMUSG00000010307	83
874	ENSMUSG00000030337	83
875	ENSMUSG00000029602	83
876	ENSMUSG00000041828	83
877	ENSMUSG00000046352	83
878	ENSMUSG00000028001	83
879	ENSMUSG00000079018	83
880	ENSMUSG00000048078	83
881	ENSMUSG00000028031	83
882	ENSMUSG00000030004	83
883	ENSMUSG00000046070	83
884	ENSMUSG00000029273	83
885	ENSMUSG00000021775	83
886	ENSMUSG00000020255	83
887	ENSMUSG00000031604	83
888	ENSMUSG00000041797	83
889	ENSMUSG00000058672	83
890	ENSMUSG00000042985	83
891	ENSMUSG00000026220	83
892	ENSMUSG00000026930	83
893	ENSMUSG00000032420	83
894	ENSMUSG00000064345	83
895	ENSMUSG00000026202	83
896	ENSMUSG00000034853	83
897	ENSMUSG00000039001	83
898	ENSMUSG00000020532	83
899	ENSMUSG00000074577	83
900	ENSMUSG00000020241	83
901	ENSMUSG00000041431	83
902	ENSMUSG00000064357	83
903	ENSMUSG00000077611	83
904	ENSMUSG00000069267	83
905	ENSMUSG00000086841	83
906	ENSMUSG00000088008	83
907	ENSMUSG00000059049	83
908	ENSMUSG00000023073	83
909	ENSMUSG00000009013	83
910	ENSMUSG00000090486	83
911	ENSMUSG00000031980	83
912	ENSMUSG00000074170	82
913	ENSMUSG00000034371	82
914	ENSMUSG00000114501	82
915	ENSMUSG00000064966	82
916	ENSMUSG00000021384	82
917	ENSMUSG00000068893	82
918	ENSMUSG00000020889	82
919	ENSMUSG00000050097	82
920	ENSMUSG00000026814	82
921	ENSMUSG00000018166	82
922	ENSMUSG00000024990	82
923	ENSMUSG00000048120	82
924	ENSMUSG00000022435	82
925	ENSMUSG00000020865	82
926	ENSMUSG00002076896	82
927	ENSMUSG00000064994	82
928	ENSMUSG00000090086	82
929	ENSMUSG00000057092	82
930	ENSMUSG00000022010	82
931	ENSMUSG00000108494	82
932	ENSMUSG00000022033	82
933	ENSMUSG00000050359	82
934	ENSMUSG00000022389	82
935	ENSMUSG00000019326	82
936	ENSMUSG00000030711	82
937	ENSMUSG00000032198	82
938	ENSMUSG00002076696	82
939	ENSMUSG00000004552	82
940	ENSMUSG00000048126	82
941	ENSMUSG00000102856	82
942	ENSMUSG00000118859	82
943	ENSMUSG00000025969	82
944	ENSMUSG00000000440	82
945	ENSMUSG00000035910	82
946	ENSMUSG00000078922	82
947	ENSMUSG00000001025	82
948	ENSMUSG00000036862	82
949	ENSMUSG00000044349	82
950	ENSMUSG00000006542	82
951	ENSMUSG00000056608	82
952	ENSMUSG00000006576	82
953	ENSMUSG00000022595	82
954	ENSMUSG00000030109	82
955	ENSMUSG00000077254	82
956	ENSMUSG00000015468	82
957	ENSMUSG00000031725	82
958	ENSMUSG00000079042	82
959	ENSMUSG00000048096	82
960	ENSMUSG00000024186	82
961	ENSMUSG00000108655	82
962	ENSMUSG00000118790	82
963	ENSMUSG00000032010	82
964	ENSMUSG00000078664	82
965	ENSMUSG00000103089	81
966	ENSMUSG00000105985	81
967	ENSMUSG00000036752	81
968	ENSMUSG00000055415	81
969	ENSMUSG00000005611	81
970	ENSMUSG00000032218	81
971	ENSMUSG00000000628	81
972	ENSMUSG00000078974	81
973	ENSMUSG00000026840	81
974	ENSMUSG00000037552	81
975	ENSMUSG00000038489	81
976	ENSMUSG00000030157	81
977	ENSMUSG00000064901	81
978	ENSMUSG00000074254	81
979	ENSMUSG00000061527	81
980	ENSMUSG00000020062	81
981	ENSMUSG00000020681	81
982	ENSMUSG00000074024	81
983	ENSMUSG00000095123	81
984	ENSMUSG00000059824	81
985	ENSMUSG00000056234	81
986	ENSMUSG00000069273	81
987	ENSMUSG00000029822	81
988	ENSMUSG00000020695	81
989	ENSMUSG00000030228	81
990	ENSMUSG00000046275	81
991	ENSMUSG00000089617	81
992	ENSMUSG00000024620	81
993	ENSMUSG00000031710	81
994	ENSMUSG00000064341	81
995	ENSMUSG00000043705	81
996	ENSMUSG00000064382	81
997	ENSMUSG00000020649	81
998	ENSMUSG00000028073	81
999	ENSMUSG00000055116	81
1000	ENSMUSG00000003123	81
1001	ENSMUSG00000027469	81
1002	ENSMUSG00000110558	81
1003	ENSMUSG00000055333	81
1004	ENSMUSG00000047730	81
1005	ENSMUSG00000042961	81
1006	ENSMUSG00000022018	81
1007	ENSMUSG00000032902	81
1008	ENSMUSG00000019997	81
1009	ENSMUSG00000006235	81
1010	ENSMUSG00000028068	81
1011	ENSMUSG00000019899	81
1012	ENSMUSG00000036856	81
1013	ENSMUSG00000016200	81
1014	ENSMUSG00000039196	81
1015	ENSMUSG00000051669	81
1016	ENSMUSG00000028369	81
1017	ENSMUSG00000101111	81
1018	ENSMUSG00000075279	81
1019	ENSMUSG00000087819	81
1020	ENSMUSG00000113902	81
1021	ENSMUSG00000034634	81
1022	ENSMUSG00000040260	81
1023	ENSMUSG00000045319	81
1024	ENSMUSG00000077563	81
1025	ENSMUSG00000027715	81
1026	ENSMUSG00000040249	81
1027	ENSMUSG00000106386	81
1028	ENSMUSG00000074028	81
1029	ENSMUSG00000025203	81
1030	ENSMUSG00000069305	81
1031	ENSMUSG00000024087	81
1032	ENSMUSG00000020330	81
1033	ENSMUSG00000104693	81
1034	ENSMUSG00000025153	81
1035	ENSMUSG00000024299	81
1036	ENSMUSG00000024827	81
1037	ENSMUSG00000030739	81
1038	ENSMUSG00000027331	80
1039	ENSMUSG00000049436	80
1040	ENSMUSG00000060981	80
1041	ENSMUSG00000031722	80
1042	ENSMUSG00000064655	80
1043	ENSMUSG00000022598	80
1044	ENSMUSG00000015134	80
1045	ENSMUSG00000008683	80
1046	ENSMUSG00000119132	80
1047	ENSMUSG00000023087	80
1048	ENSMUSG00000000732	80
1049	ENSMUSG00000089255	80
1050	ENSMUSG00000024222	80
1051	ENSMUSG00000087963	80
1052	ENSMUSG00000030546	80
1053	ENSMUSG00000119520	80
1054	ENSMUSG00000027831	80
1055	ENSMUSG00000030278	80
1056	ENSMUSG00000012705	80
1057	ENSMUSG00000022878	80
1058	ENSMUSG00000035686	80
1059	ENSMUSG00000024526	80
1060	ENSMUSG00000027559	80
1061	ENSMUSG00000061780	80
1062	ENSMUSG00000065778	80
1063	ENSMUSG00000043461	80
1064	ENSMUSG00000064513	80
1065	ENSMUSG00000089542	80
1066	ENSMUSG00000062515	80
1067	ENSMUSG00000102504	80
1068	ENSMUSG00000032719	80
1069	ENSMUSG00000021451	80
1070	ENSMUSG00000092837	80
1071	ENSMUSG00000020264	80
1072	ENSMUSG00000004328	80
1073	ENSMUSG00000119162	80
1074	ENSMUSG00000102070	80
1075	ENSMUSG00000062997	80
1076	ENSMUSG00000044405	80
1077	ENSMUSG00000001642	80
1078	ENSMUSG00000027820	80
1079	ENSMUSG00000079641	80
1080	ENSMUSG00000055866	80
1081	ENSMUSG00000065087	80
1082	ENSMUSG00000119895	80
1083	ENSMUSG00000040562	80
1084	ENSMUSG00000030880	80
1085	ENSMUSG00000030878	80
1086	ENSMUSG00000028957	80
1087	ENSMUSG00000037679	80
1088	ENSMUSG00000046318	80
1089	ENSMUSG00000040488	80
1090	ENSMUSG00000027186	80
1091	ENSMUSG00000037953	80
1092	ENSMUSG00000027074	80
1093	ENSMUSG00000005615	80
1094	ENSMUSG00000063954	80
1095	ENSMUSG00000068855	80
1096	ENSMUSG00000025508	80
1097	ENSMUSG00000021822	80
1098	ENSMUSG00000075025	80
1099	ENSMUSG00000032226	80
1100	ENSMUSG00000012443	80
1101	ENSMUSG00000121793	80
1102	ENSMUSG00000023505	80
1103	ENSMUSG00000026156	80
1104	ENSMUSG00000035545	80
1105	ENSMUSG00000077709	80
1106	ENSMUSG00000038943	80
1107	ENSMUSG00000077505	80
1108	ENSMUSG00000018417	80
1109	ENSMUSG00000096929	80
1110	ENSMUSG00000101609	80
1111	ENSMUSG00000078921	80
1112	ENSMUSG00000090733	80
1113	ENSMUSG00000032068	80
1114	ENSMUSG00000020788	80
1115	ENSMUSG00000092341	80
1116	ENSMUSG00000080316	80
1117	ENSMUSG00000072664	80
1118	ENSMUSG00000007892	80
1119	ENSMUSG00000040998	80
1120	ENSMUSG00000004951	80
1121	ENSMUSG00000038331	80
1122	ENSMUSG00000020142	80
1123	ENSMUSG00000003779	80
1124	ENSMUSG00000078853	80
1125	ENSMUSG00000060143	80
1126	ENSMUSG00000019942	80
1127	ENSMUSG00000044471	80
1128	ENSMUSG00000101599	80
1129	ENSMUSG00000033952	80
1130	ENSMUSG00000100210	80
1131	ENSMUSG00000044249	80
1132	ENSMUSG00000024757	80
1133	ENSMUSG00000024561	80
1134	ENSMUSG00000024780	80
1135	ENSMUSG00000065686	80
1136	ENSMUSG00000006398	80
1137	ENSMUSG00000058443	80
1138	ENSMUSG00000028270	80
1139	ENSMUSG00000085396	80
1140	ENSMUSG00000021495	80
1141	ENSMUSG00000037725	80
1142	ENSMUSG00000107689	80
1143	ENSMUSG00000026605	80
1144	ENSMUSG00000048142	80
1145	ENSMUSG00000054072	80
1146	ENSMUSG00000039221	80
1147	ENSMUSG00002074853	80
1148	ENSMUSG00000111394	80
1149	ENSMUSG00000065118	80
1150	ENSMUSG00000119320	80
1151	ENSMUSG00000032060	80
1152	ENSMUSG00000002997	80
1153	ENSMUSG00000014778	80
1154	ENSMUSG00000091405	80
1155	ENSMUSG00000060093	80
1156	ENSMUSG00000026639	80
1157	ENSMUSG00000061482	80
1158	ENSMUSG00000042737	80
1159	ENSMUSG00000056749	80
1160	ENSMUSG00000031004	80
1161	ENSMUSG00000121784	80
1162	ENSMUSG00000039956	80
1163	ENSMUSG00000093355	80
1164	ENSMUSG00000102602	80
1165	ENSMUSG00000030717	80
1166	ENSMUSG00000020163	80
1167	ENSMUSG00000100992	80
1168	ENSMUSG00000098087	80
1169	ENSMUSG00000069274	80
1170	ENSMUSG00000043122	80
1171	ENSMUSG00000065232	80
1172	ENSMUSG00000096010	80
1173	ENSMUSG00000028862	80
1174	ENSMUSG00000035638	80
1175	ENSMUSG00000026971	80
1176	ENSMUSG00000029925	80
1177	ENSMUSG00000001467	80
1178	ENSMUSG00000047507	80
1179	ENSMUSG00000038775	80
1180	ENSMUSG00000093413	80
1181	ENSMUSG00000036564	80
1182	ENSMUSG00000067847	80
1183	ENSMUSG00000069266	80
1184	ENSMUSG00000027326	80
1185	ENSMUSG00000085683	80
1186	ENSMUSG00000065105	80
1187	ENSMUSG00000092819	80
1188	ENSMUSG00000041523	80
1189	ENSMUSG00000045328	80
1190	ENSMUSG00000026837	80
1191	ENSMUSG00000060678	80
1192	ENSMUSG00000057863	80
1193	ENSMUSG00000020911	80
1194	ENSMUSG00000058833	80
1195	ENSMUSG00000092274	80
1196	ENSMUSG00000118839	80
1197	ENSMUSG00000090369	80
1198	ENSMUSG00000020914	80
1199	ENSMUSG00000064380	80
1200	ENSMUSG00000024313	80
